,dataName,cycleNumber,region,deltaLc,forceBefore,forceAfter,lcBefore,lcAfter,maxSustainableForce,time
0,20210713-131907 20210713_dmMBP_ATP  #016,0,pulling,119.09222471270925,8.801314191506856,9.066044193968503,17.496312519107413,136.58853723181667,8.801314191506856,3.6889999999999987
