,Unnamed: 0,time,trapSepX,PSD1ForceX,PSD2ForceX,MirrorX,forceX,region,pullingCycle,PSD1xDisplacement,PSD2xDisplacement,surfaceSepX,proteinLc
0,0,0.0,3151.0883217717333,0.44227910944792703,-0.1974964472825095,3151.0883217717333,1.3801122216347816,stationary,0.0,1.1444103007460276,-0.674720253522771,1289.7437599817854,-44353.14778240138
1,1,0.002,3151.126476864802,0.5528646011848709,0.07476357751776382,3151.126476864802,1.4609494881664464,stationary,0.0,1.4305535373433773,0.25541978436146967,1289.3635774300194,-4466.7029977602015
2,2,0.004,3151.072323274629,-0.03170277145937633,-0.23323833495715346,3151.072323274629,1.5992322182511114,stationary,0.0,-0.08203186052715676,-0.7968276425165673,1288.5938025168239,-2072.305327004603
3,3,0.006,3151.1010825772496,0.3950403734330207,0.025671397204816593,3151.1010825772496,1.5153155118858979,stationary,0.0,1.022178671589584,0.08770290234912785,1289.0568357479096,-2973.487798362187
4,4,0.008,3151.070470247738,0.043225225918592736,-0.13460557325820388,3151.070470247738,1.6110846004116017,stationary,0.0,0.11184655285902868,-0.45986197607108276,1288.530612709863,-1996.0386486409589
5,5,0.01,3151.095798807199,0.3713678729452752,-0.2866887744898517,3151.095798807199,1.3709716762824367,stationary,0.0,0.9609253751442519,-0.9794339354835374,1289.7985398811313,300009.2631987169
6,6,0.012,3151.071935554415,0.5413937221101123,0.14472784062304492,3151.071935554415,1.5016670592564663,stationary,0.0,1.4008722978470058,0.4944433515672265,1289.0983202762595,-3231.2933233798803
7,7,0.013999999999999999,3151.0956232235685,-0.2794730492198415,-0.17209268557734256,3151.0956232235685,1.7536901818212494,stationary,0.0,-0.7231447958446803,-0.5879316921385568,1287.8177733508858,-1449.808948043105
8,8,0.016,3151.0486603587365,-0.8002169762802844,0.518657517214014,3151.0486603587365,2.359437246747149,stationary,0.0,-2.070585137132322,1.7719241855806402,1284.6360335276158,-891.230925146826
9,9,0.018000000000000002,3151.062902163205,-0.15303031215576945,0.02557214778048104,3151.062902163205,1.7893012299681252,stationary,0.0,-0.3959704671017521,0.08736382993708652,1287.6007630059999,-1372.07218534058
10,10,0.02,3151.0460408100207,-0.11244201435559721,0.1147397515649034,3151.0460408100207,1.8135908829602503,stationary,0.0,-0.2909470438832215,0.39199304762312825,1287.4582012591416,-1326.2240726541925
11,11,0.022000000000000002,3151.102637452461,0.4157552113801673,-0.33119787251427946,3151.102637452461,1.3265234580527765,stationary,0.0,1.0757789285734387,-1.131493328532535,1290.0354006897974,7132.7849003432775
12,12,0.024,3151.0128705765883,-0.4125632195768687,0.15561219415908978,3151.0128705765883,1.9840877068679792,stationary,0.0,-1.0675195552013805,0.5316282927564042,1286.5426998580986,-1106.6722735086717
13,13,0.026000000000000002,3151.0468256322524,0.7301970542079722,-0.8573871937579388,3151.0468256322524,0.9062078760170444,stationary,0.0,1.8894065140293403,-2.929148917357593,1292.1547469151324,223.95140479876252
14,14,0.027999999999999997,3151.0853202401186,0.610440814419819,-0.1358762504759272,3151.0853202401186,1.3268414675521267,stationary,0.0,1.579533695113597,-0.46420307519607856,1290.0164377594501,7187.612524403132
15,15,0.03,3151.0860991816185,0.2725444645195658,-0.16932668593948205,3151.0860991816185,1.479064424770476,stationary,0.0,0.7052168776337471,-0.5784820235365109,1289.2294538763927,-3801.3047309156595
16,16,0.032,3151.0930069425226,-0.06282966332127311,-0.8039362206261771,3151.0930069425226,1.329446721347548,stationary,0.0,-0.1625736155321067,-2.7465408014206387,1290.0106421190717,7658.166563783144
17,17,0.034,3151.081008169876,-0.0636699487165647,-0.2443960690760074,3151.081008169876,1.6096369398202786,stationary,0.0,-0.16474787889068696,-0.8349465519805125,1288.5486423613515,-2004.8110408818611
18,18,0.036000000000000004,3151.093288114938,-0.057238869790657086,0.06783959617234196,3151.093288114938,1.7625392329814995,stationary,0.0,-0.1481072716123866,0.2317649261954023,1287.7696438780933,-1429.1145109970237
19,19,0.038,3151.0619471965333,0.16009537493908665,0.10006915699669577,3151.0619471965333,1.6699868910288045,stationary,0.0,0.4142515263964994,0.34187291927352087,1288.2172668140795,-1707.132048293758
20,20,0.04,3151.0834607880915,0.30104177666262383,-0.024292328232270767,3151.0834607880915,1.5373329475525526,stationary,0.0,0.778954517199855,-0.08299149726015179,1288.9252724243918,-2648.5745209469583
21,21,0.042,3151.066513206156,-0.34516063899659083,0.12554957909951933,3151.066513206156,1.935355109048055,stationary,0.0,-0.8931133807627571,0.42892338067494423,1286.8485365693484,-1155.5217324387165
22,22,0.044000000000000004,3151.0643022320332,-1.0742177624743845,0.15274836802771655,3151.0643022320332,2.3134830652510505,stationary,0.0,-2.7795702902507897,0.5218444129955636,1284.889491013466,-908.2085017432554
23,23,0.046,3151.1113142082204,0.3813772673435569,-0.164270123422305,3151.1113142082204,1.4271763046170691,stationary,0.0,0.9868249797353927,-0.5612069525644084,1289.5231929997535,-6881.708850240816
24,24,0.048,3151.140492224918,0.2131060193146016,0.08368090706853254,3151.140492224918,1.6352874438769653,stationary,0.0,0.5514181394618323,0.2858846506313634,1288.4753835378144,-1860.779725064639
25,25,0.05,3151.077062820277,-0.26168063427622845,0.040790570712420635,3151.077062820277,1.8512356024943246,stationary,0.0,-0.6771063949759735,0.1393555407761523,1287.2944096149288,-1263.9728655515319
26,26,0.052000000000000005,3151.1075268526947,-0.19957327219479248,0.6963716154821529,3151.1075268526947,2.147972443838473,stationary,0.0,-0.5164017553042529,2.379060683922443,1285.7892429083363,-986.346888831941
