,time,trapSepX,PSD1ForceX,PSD2ForceX,MirrorX,forceX
0,0.0,3151.0883217717337,0.442279109447927,-0.1974964472825095,3151.0883217717337,-0.31988777836521826
1,0.002,3151.126476864802,0.5528646011848709,0.0747635775177638,3151.126476864802,-0.23905051183355355
2,0.004,3151.072323274629,-0.03170277145937633,-0.23323833495715346,3151.072323274629,-0.10076778174888856
3,0.006,3151.1010825772496,0.3950403734330207,0.025671397204816593,3151.1010825772496,-0.18468448811410204
4,0.008,3151.070470247738,0.043225225918592736,-0.13460557325820388,3151.070470247738,-0.08891539958839831
5,0.01,3151.095798807199,0.3713678729452752,-0.28668877448985175,3151.095798807199,-0.32902832371756346
6,0.012,3151.0719355544147,0.5413937221101123,0.14472784062304492,3151.0719355544147,-0.1983329407435337
7,0.014,3151.0956232235685,-0.2794730492198415,-0.17209268557734256,3151.0956232235685,0.053690181821249475
8,0.016,3151.0486603587365,-0.8002169762802844,0.518657517214014,3151.0486603587365,0.6594372467471492
9,0.018,3151.0629021632053,-0.15303031215576943,0.025572147780481037,3151.0629021632053,0.08930122996812523
10,0.02,3151.0460408100207,-0.11244201435559721,0.11473975156490339,3151.0460408100207,0.1135908829602503
11,0.022,3151.1026374524613,0.41575521138016736,-0.33119787251427946,3151.1026374524613,-0.3734765419472234
12,0.024,3151.012870576588,-0.4125632195768687,0.15561219415908978,3151.012870576588,0.28408770686797924
13,0.026,3151.0468256322524,0.7301970542079722,-0.8573871937579388,3151.0468256322524,-0.7937921239829555
14,0.028,3151.0853202401186,0.610440814419819,-0.1358762504759272,3151.0853202401186,-0.3731585324478731
15,0.03,3151.0860991816185,0.2725444645195658,-0.16932668593948205,3151.0860991816185,-0.22093557522952395
16,0.032,3151.0930069425226,-0.06282966332127311,-0.803936220626177,3151.0930069425226,-0.3705532786524519
17,0.034,3151.081008169876,-0.0636699487165647,-0.2443960690760074,3151.081008169876,-0.09036306017972134
18,0.036,3151.093288114938,-0.057238869790657086,0.06783959617234196,3151.093288114938,0.06253923298149952
19,0.038,3151.0619471965338,0.16009537493908663,0.10006915699669577,3151.0619471965338,-0.030013108971195426
20,0.04,3151.0834607880915,0.30104177666262383,-0.02429232823227077,3151.0834607880915,-0.1626670524474473
21,0.042,3151.066513206156,-0.34516063899659083,0.12554957909951933,3151.066513206156,0.23535510904805507
22,0.044,3151.0643022320332,-1.0742177624743843,0.15274836802771657,3151.0643022320332,0.6134830652510505
23,0.046,3151.11131420822,0.38137726734355704,-0.164270123422305,3151.11131420822,-0.272823695382931
24,0.048,3151.1404922249185,0.2131060193146016,0.08368090706853254,3151.1404922249185,-0.06471255612303453
25,0.05,3151.077062820277,-0.26168063427622845,0.04079057071242064,3151.077062820277,0.15123560249432455
26,0.052,3151.1075268526943,-0.1995732721947925,0.6963716154821529,3151.1075268526943,0.4479724438384727
27,0.054,3151.0592853169724,0.016447275374361466,0.24283731951480136,3151.0592853169724,0.11319502207021995
28,0.056,3151.0634077625255,0.010274346545513778,-0.24295268363062017,3151.0634077625255,-0.12661351508806698
29,0.058,3151.077216540669,-0.22770507658138653,-0.04974731544676963,3151.077216540669,0.08897888056730845
30,0.06,3151.0756008940302,0.32409444374272367,0.09553676661847117,3151.0756008940302,-0.11427883856212626
31,0.062,3151.0558104654374,-0.38604068738263847,0.07503873676409153,3151.0558104654374,0.230539712073365
32,0.064,3151.0450970155175,0.14102586824547833,0.09665696890251378,3151.0450970155175,-0.022184449671482274
33,0.066,3151.0201445886796,0.58475966031971,-0.1484544252807936,3151.0201445886796,-0.3666070428002518
34,0.068,3151.01133539995,0.41078752935367574,0.05349325196359281,3151.01133539995,-0.17864713869504145
35,0.07,3151.0443307610017,0.20068613131160773,-0.4361569846163701,3151.0443307610017,-0.3184215579639889
36,0.072,3151.0935155939155,0.08805292197936712,-0.33672684806201353,3151.0935155939155,-0.21238988502069034
37,0.074,3151.102957759335,-0.08434790807841715,0.2640827437797112,3151.102957759335,0.17421532592906416
38,0.076,3151.1328119274804,0.4024565203483483,-0.2266128133501696,3151.1328119274804,-0.31453466684925896
39,0.078,3151.1209340734786,0.36164995595817917,-0.13654929675139624,3151.1209340734786,-0.24909962635478772
40,0.08,3151.051143203474,-0.5379807319697578,0.5175389157271355,3151.051143203474,0.5277598238484467
41,0.082,3151.093658640065,0.2561788410647844,-0.09537714935430351,3151.093658640065,-0.17577799520954396
42,0.084,3151.075402992458,0.6753233583383317,-0.6173819868039763,3151.075402992458,-0.6463526725711539
43,0.086,3151.073273063037,0.19235375643275088,0.47746260292388776,3151.073273063037,0.14255442324556844
44,0.088,3151.067277604509,0.09323996329468529,0.13870155075549273,3151.067277604509,0.022730793730403723
45,0.09,3151.0683027347386,0.6084316144580458,-0.2860657086592595,3151.0683027347386,-0.44724866155865267
46,0.092,3151.110809078495,-0.30968453264231854,-0.058240967347403076,3151.110809078495,0.12572178264745773
47,0.094,3151.1269786827665,-0.36145332480489323,-0.17229065082697664,3151.1269786827665,0.09458133698895829
48,0.096,3151.1116328088874,0.36939473204467654,-0.25879310519505144,3151.1116328088874,-0.314093918619864
49,0.098,3151.0905098839744,-0.10875278995264039,-0.12979926869810665,3151.0905098839744,-0.010523239372733133
50,0.1,3151.0825983180666,0.006255127097847629,0.22074489568231673,3151.0825983180666,0.10724488429223455
51,0.102,3151.032325128433,0.27970546625959214,-0.11263836733742978,3151.032325128433,-0.19617191679851095
52,0.104,3151.0431308002057,0.7066701558384647,-0.2095767741685075,3151.0431308002057,-0.4581234650034861
